batch_id,batch_path,row_order,row_id,doc_id,sent_id
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,20,381,0000717954_2023_4,25
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,21,172,0000739608_2014_4,20
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,22,175,0000739608_2014_4,23
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,23,176,0000739608_2014_4,24
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,24,583,0000783412_2014_4,9
batch_004,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_004.csv,25,584,0000783412_2014_4,11
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,1,585,0000783412_2014_4,12
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,2,587,0000783412_2014_4,14
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,3,588,0000783412_2014_4,15
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,4,589,0000783412_2014_4,16
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,5,590,0000783412_2014_4,17
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,6,596,0000783412_2014_4,23
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,7,597,0000783412_2014_4,24
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,8,598,0000783412_2014_4,25
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,9,1510,0000790703_2013_4,41
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,10,1512,0000790703_2013_4,44
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,11,1513,0000790703_2013_4,46
batch_005,/Users/nmduk/PROJECTS/A:B:C Classifier/outputs/remediation_reaudit_round3/batches/batch_005.csv,12,1514,0000790703_2013_4,47
